outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,AUG 2022,202234,50-64,vax with updated booster,,,60,4412756.3,,1.359694393,,,,,,,,,1
death,AUG 2022,202234,65-79,vaccinated,218,16640529.7,154,1340711.55,1.310054451,11.48643793,8.767908785,,,,,,,,1
death,AUG 2022,202234,65-79,vax with updated booster,,,154,1340711.55,,11.48643793,,,,,,,,,1
death,AUG 2022,202234,80+,vaccinated,360,4715239.8,169,636315.55,7.634818488,26.55914978,3.478687781,,,,,,,,1
death,AUG 2022,202234,80+,vax with updated booster,,,169,636315.55,,26.55914978,,,,,,,,,1
death,AUG 2022,202234,all_ages,vaccinated,678,86037296.5,415,23715689.8,,,,0.609309628,3.041526958,4.991759228,0.6481212199,3.418531202,5.274524421,,1
death,AUG 2022,202234,all_ages,vax with updated booster,,,415,23715689.8,,,,,3.041526958,,,3.418531202,,,1
death,AUG 2022,202235,0.5-4,vaccinated,0,87639,2,5472792,0,0.0365444183,,,,,,,,,0
death,AUG 2022,202235,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,AUG 2022,202235,12-17,vaccinated,1,6655306,0,4245659.65,0.0150256051,0,0,,,,,,,,1
death,AUG 2022,202235,12-17,vax with updated booster,,,0,4245659.65,,0,,,,,,,,,1
death,AUG 2022,202235,18-29,vaccinated,0,14920196,4,8077963.45,0,0.0495174313,,,,,,,,,1
death,AUG 2022,202235,18-29,vax with updated booster,,,4,8077963.45,,0.0495174313,,,,,,,,,1
death,AUG 2022,202235,30-49,vaccinated,15,27324629,21,9217761.95,0.0548955303,0.2278210276,4.150083372,,,,,,,,1
death,AUG 2022,202235,30-49,vax with updated booster,,,21,9217761.95,,0.2278210276,,,,,,,,,1
death,AUG 2022,202235,5-11,vaccinated,0,3806545,0,9006824,0,0,,,,,,,,,0
death,AUG 2022,202235,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,AUG 2022,202235,50-64,vaccinated,65,22468181,71,4407074.3,0.2892980077,1.611046131,5.568811703,,,,,,,,1
death,AUG 2022,202235,50-64,vax with updated booster,,,71,4407074.3,,1.611046131,,,,,,,,,1
death,AUG 2022,202235,65-79,vaccinated,240,16646763.7,151,1339089.55,1.441721672,11.2763183,7.821425257,,,,,,,,1
death,AUG 2022,202235,65-79,vax with updated booster,,,151,1339089.55,,11.2763183,,,,,,,,,1
death,AUG 2022,202235,80+,vaccinated,373,4717152.8,189,635690.55,7.907312224,29.73144716,3.759994081,,,,,,,,1
death,AUG 2022,202235,80+,vax with updated booster,,,189,635690.55,,29.73144716,,,,,,,,,1
death,AUG 2022,202235,all_ages,vaccinated,693,86076922.5,436,23677579.8,,,,0.6170515068,3.179239305,5.152307823,0.6481212199,3.418531202,5.274524421,,1
death,AUG 2022,202235,all_ages,vax with updated booster,,,436,23677579.8,,,,,3.179239305,,,3.418531202,,,1
death,SEP 2022,202236,0.5-4,vaccinated,0,100513,1,5446220,0,0.0183613589,,,,,,,,,0
death,SEP 2022,202236,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202236,12-17,vaccinated,0,6661687,0,4241095.65,0,0,,,,,,,,,1
death,SEP 2022,202236,12-17,vax with updated booster,,,0,4241095.65,,0,,,,,,,,,1
death,SEP 2022,202236,18-29,vaccinated,3,14931591,6,8067139.45,0.0200916299,0.0743758062,3.701830393,,,,,,,,1
death,SEP 2022,202236,18-29,vax with updated booster,,,6,8067139.45,,0.0743758062,,,,,,,,,1
death,SEP 2022,202236,30-49,vaccinated,19,27334902,27,9207639.95,0.069508206,0.2932347501,4.218706925,,,,,,,,1
death,SEP 2022,202236,30-49,vax with updated booster,,,27,9207639.95,,0.2932347501,,,,,,,,,1
death,SEP 2022,202236,5-11,vaccinated,0,3823761,0,8996076,0,0,,,,,,,,,0
death,SEP 2022,202236,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202236,50-64,vaccinated,66,22475509,70,4404142.3,0.2936529713,1.589412767,5.41255469,,,,,,,,1
death,SEP 2022,202236,50-64,vax with updated booster,,,70,4404142.3,,1.589412767,,,,,,,,,1
death,SEP 2022,202236,65-79,vaccinated,211,16651823.7,126,1338498.55,1.267128477,9.413532798,7.429027893,,,,,,,,1
death,SEP 2022,202236,65-79,vax with updated booster,,,126,1338498.55,,9.413532798,,,,,,,,,1
death,SEP 2022,202236,80+,vaccinated,340,4718619.8,178,635477.55,7.205496828,28.0104309,3.887369819,,,,,,,,1
death,SEP 2022,202236,80+,vax with updated booster,,,178,635477.55,,28.0104309,,,,,,,,,1
death,SEP 2022,202236,all_ages,vaccinated,639,86112445.5,407,23652897.8,,,,0.5748691789,2.896376049,5.038322031,0.5112381989,2.609659575,5.104586435,,1
death,SEP 2022,202236,all_ages,vax with updated booster,,,407,23652897.8,,,,,2.896376049,,0.1701592705,2.609659575,15.33657007,3.00446868,1
death,SEP 2022,202237,0.5-4,vaccinated,0,112036,1,5414167,0,0.018470062,,,,,,,,,0
death,SEP 2022,202237,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202237,12-17,vaccinated,0,6667466,3,4236347.65,0,0.0708157179,,,,,,,,,1
death,SEP 2022,202237,12-17,vax with updated booster,,,3,4236347.65,,0.0708157179,,,,,,,,,1
death,SEP 2022,202237,18-29,vaccinated,4,14942001,3,8055509.45,0.0267701762,0.0372415925,1.391159779,,,,,,,,1
death,SEP 2022,202237,18-29,vax with updated booster,,,3,8055509.45,,0.0372415925,,,,,,,,,1
death,SEP 2022,202237,30-49,vaccinated,9,27344419,15,9194755.95,0.0329134804,0.1631364669,4.95652434,,,,,,,,1
death,SEP 2022,202237,30-49,vax with updated booster,,,15,9194755.95,,0.1631364669,,,,,,,,,1
death,SEP 2022,202237,5-11,vaccinated,0,3840089,0,8985042,0,0,,,,,,,,,0
death,SEP 2022,202237,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202237,50-64,vaccinated,67,22481486,62,4399410.3,0.2980230044,1.409279785,4.728761753,,,,,,,,1
death,SEP 2022,202237,50-64,vax with updated booster,,,62,4399410.3,,1.409279785,,,,,,,,,1
death,SEP 2022,202237,65-79,vaccinated,199,16655958.7,121,1337596.55,1.194767612,9.046075964,7.571410435,,,,,,,,1
death,SEP 2022,202237,65-79,vax with updated booster,,,121,1337596.55,,9.046075964,,,,,,,,,1
death,SEP 2022,202237,80+,vaccinated,324,4719848.8,159,635157.55,6.86462668,25.0331591,3.646689072,,,,,,,,1
death,SEP 2022,202237,80+,vax with updated booster,,,159,635157.55,,25.0331591,,,,,,,,,1
death,SEP 2022,202237,all_ages,vaccinated,603,86143713.5,360,23622429.8,,,,0.5377325854,2.618547853,4.869609773,0.5112381989,2.609659575,5.104586435,,1
death,SEP 2022,202237,all_ages,vax with updated booster,,,360,23622429.8,,,,,2.618547853,,0.1701592705,2.609659575,15.33657007,3.00446868,1
death,SEP 2022,202238,0.5-4,vaccinated,0,119321,0,5209469,0,0,,,,,,,,,0
death,SEP 2022,202238,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202238,12-17,vaccinated,0,6473362,1,4129915.65,0,0.0242135696,,,,,,,,,1
death,SEP 2022,202238,12-17,vax with updated booster,0,5168,1,4129915.65,0,0.0242135696,,,,,,,,,1
death,SEP 2022,202238,18-29,vaccinated,1,14524587,2,7899251.45,0.0068848773,0.0253188547,3.677459084,,,,,,,,1
death,SEP 2022,202238,18-29,vax with updated booster,0,18320,2,7899251.45,0,0.0253188547,,,,,,,,,1
death,SEP 2022,202238,30-49,vaccinated,7,26683174,11,9010660.95,0.0262337607,0.1220776152,4.653454639,,,,,,,,1
death,SEP 2022,202238,30-49,vax with updated booster,0,67645,11,9010660.95,0,0.1220776152,,,,,,,,,1
death,SEP 2022,202238,5-11,vaccinated,1,3741618,1,8744265,0.0267264055,0.011436067,0.4278939396,,,,,,,,0
death,SEP 2022,202238,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202238,50-64,vaccinated,68,22061553,54,4340317.3,0.3082285277,1.244148671,4.0364488,,,,,,,,1
death,SEP 2022,202238,50-64,vax with updated booster,0,54244,54,4340317.3,0,1.244148671,,,,,,,,,1
death,SEP 2022,202238,65-79,vaccinated,165,16341121.7,116,1322234,1.009722607,8.773031097,8.688555687,,,,,,,,1
death,SEP 2022,202238,65-79,vax with updated booster,0,87136,116,1322234,0,8.773031097,,,,,,,,,1
death,SEP 2022,202238,80+,vaccinated,282,4640069.8,147,630663.5,6.077494783,23.30878511,3.835262052,,,,,,,,1
death,SEP 2022,202238,80+,vax with updated booster,0,16344,147,630663.5,0,23.30878511,,,,,,,,,1
death,SEP 2022,202238,all_ages,vaccinated,523,84250505.5,330,23203127.2,,,,0.474192648,2.453997412,5.175106409,0.5112381989,2.609659575,5.104586435,,1
death,SEP 2022,202238,all_ages,vax with updated booster,0,243689,330,23203127.2,,,,0,2.453997412,,0.1701592705,2.609659575,15.33657007,3.00446868,1
death,SEP 2022,202239,0.5-4,vaccinated,0,142147,1,5357321,0,0.018666046,,,,,,,,,0
death,SEP 2022,202239,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202239,12-17,vaccinated,0,6645761,2,4225502.65,0,0.047331647,,,,,,,,,1
death,SEP 2022,202239,12-17,vax with updated booster,0,34455,2,4225502.65,0,0.047331647,,,,,,,,,1
death,SEP 2022,202239,18-29,vaccinated,1,14886708,1,8034063.45,0.0067174019,0.0124470015,1.852948772,,,,,,,,1
death,SEP 2022,202239,18-29,vax with updated booster,0,88974,1,8034063.45,0,0.0124470015,,,,,,,,,1
death,SEP 2022,202239,30-49,vaccinated,17,27089848,15,9166008.95,0.0627541358,0.1636481055,2.607766061,,,,,,,,1
death,SEP 2022,202239,30-49,vax with updated booster,0,324438,15,9166008.95,0,0.1636481055,,,,,,,,,1
death,SEP 2022,202239,5-11,vaccinated,0,3861615,0,8963678,0,0,,,,,,,,,0
death,SEP 2022,202239,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,SEP 2022,202239,50-64,vaccinated,35,22209312,38,4386939.3,0.1575915544,0.866207563,5.496535435,,,,,,,,1
death,SEP 2022,202239,50-64,vax with updated booster,1,296583,38,4386939.3,0.3371737423,0.866207563,2.569024377,,,,,,,,1
death,SEP 2022,202239,65-79,vaccinated,171,16294342.6,116,1335151.55,1.049443995,8.688152293,8.278814621,,,,,,,,1
death,SEP 2022,202239,65-79,vax with updated booster,2,492453,116,1335151.55,0.4061301282,8.688152293,21.3925333,,,,,,,,1
death,SEP 2022,202239,80+,vaccinated,275,4646543,160,634266.55,5.918378459,25.2259874,4.262314007,,,,,,,,1
death,SEP 2022,202239,80+,vax with updated booster,2,113291,160,634266.55,1.765365298,25.2259874,14.28938669,,,,,,,,1
death,SEP 2022,202239,all_ages,vaccinated,499,85126753.6,330,23556429.8,,,,0.4565957863,2.467491368,5.404104554,0.5112381989,2.609659575,5.104586435,,1
death,SEP 2022,202239,all_ages,vax with updated booster,5,1315739,330,23556429.8,,,,0.1983454106,2.467491368,12.44037541,0.1701592705,2.609659575,15.33657007,3.00446868,1
death,OCT 2022,202240,0.5-4,vaccinated,0,163368,0,5332397,0,0,,,,,,,,,0
death,OCT 2022,202240,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202240,12-17,vaccinated,0,6615793,0,4221185.65,0,0,,,,,,,,,1
death,OCT 2022,202240,12-17,vax with updated booster,0,71950,0,4221185.65,0,0,,,,,,,,,1
death,OCT 2022,202240,18-29,vaccinated,1,14824490,5,8024715.45,0.0067455946,0.0623075052,9.236769884,,,,,,,,1
death,OCT 2022,202240,18-29,vax with updated booster,0,176027,5,8024715.45,0,0.0623075052,,,,,,,,,1
death,OCT 2022,202240,30-49,vaccinated,16,26851482,20,9151445.95,0.0595870276,0.2185446989,3.667655656,,,,,,,,1
death,OCT 2022,202240,30-49,vax with updated booster,0,614177,20,9151445.95,0,0.2185446989,,,,,,,,,1
death,OCT 2022,202240,5-11,vaccinated,0,3869510,1,8954926,0,0.0111670381,,,,,,,,,0
death,OCT 2022,202240,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202240,50-64,vaccinated,53,21921098,35,4379710.3,0.2417762103,0.7991396143,3.305286378,,,,,,,,1
death,OCT 2022,202240,50-64,vax with updated booster,1,602227,35,4379710.3,0.1660503431,0.7991396143,4.812634525,,,,,,,,1
death,OCT 2022,202240,65-79,vaccinated,183,15871709,105,1333775.55,1.15299493,7.872389024,6.827774192,,,,,,,,1
death,OCT 2022,202240,65-79,vax with updated booster,4,988759,105,1333775.55,0.4045475187,7.872389024,19.45973875,,,,,,,,1
death,OCT 2022,202240,80+,vaccinated,268,4544314,167,633768.55,5.897479796,26.35031353,4.468063384,,,,,,,,1
death,OCT 2022,202240,80+,vax with updated booster,2,252275,167,633768.55,0.7927856506,26.35031353,33.23762673,,,,,,,,1
death,OCT 2022,202240,all_ages,vaccinated,521,84013093,332,23523415.8,,,,0.4843453545,2.435585913,5.02861417,0.530560794,2.53594506,4.779744543,,1
death,OCT 2022,202240,all_ages,vax with updated booster,7,2633465,332,23523415.8,,,,0.1198740731,2.435585913,20.31787066,0.1608518757,2.53594506,15.76571643,3.298443314,1
death,OCT 2022,202241,0.5-4,vaccinated,0,184665,0,5308591,0,0,,,,,,,,,0
death,OCT 2022,202241,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202241,12-17,vaccinated,0,6581298,1,4216694.65,0,0.0237152576,,,,,,,,,1
death,OCT 2022,202241,12-17,vax with updated booster,0,114515,1,4216694.65,0,0.0237152576,,,,,,,,,1
death,OCT 2022,202241,18-29,vaccinated,2,14752495,5,8015790.45,0.0135570288,0.0623768801,4.601073061,,,,,,,,1
death,OCT 2022,202241,18-29,vax with updated booster,0,272913,5,8015790.45,0,0.0623768801,,,,,,,,,1
death,OCT 2022,202241,30-49,vaccinated,6,26590277,16,9136857.95,0.022564639,0.1751149037,7.76058966,,,,,,,,1
death,OCT 2022,202241,30-49,vax with updated booster,0,927282,16,9136857.95,0,0.1751149037,,,,,,,,,1
death,OCT 2022,202241,5-11,vaccinated,0,3875359,0,8946557,0,0,,,,,,,,,0
death,OCT 2022,202241,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202241,50-64,vaccinated,46,21578116,44,4372081.3,0.2131789448,1.006385677,4.720849323,,,,,,,,1
death,OCT 2022,202241,50-64,vax with updated booster,0,961570,44,4372081.3,0,1.006385677,,,,,,,,,1
death,OCT 2022,202241,65-79,vaccinated,151,15363451,108,1332273.55,0.9828520949,8.106443305,8.247877119,,,,,,,,1
death,OCT 2022,202241,65-79,vax with updated booster,6,1571498,108,1332273.55,0.3818013131,8.106443305,21.23209907,,,,,,,,1
death,OCT 2022,202241,80+,vaccinated,300,4414998,157,633307.55,6.795020066,24.79048292,3.648331083,,,,,,,,1
death,OCT 2022,202241,80+,vax with updated booster,6,426604,157,633307.55,1.406456573,24.79048292,17.62619862,,,,,,,,1
death,OCT 2022,202241,all_ages,vaccinated,505,82699337,330,23490310.8,,,,0.4837887596,2.418831442,4.999767757,0.530560794,2.53594506,4.779744543,,1
death,OCT 2022,202241,all_ages,vax with updated booster,12,4159867,330,23490310.8,,,,0.1110479109,2.418831442,21.78187255,0.1608518757,2.53594506,15.76571643,3.298443314,1
death,OCT 2022,202242,0.5-4,vaccinated,0,204101,3,5285106,0,0.0567632891,,,,,,,,,0
death,OCT 2022,202242,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202242,12-17,vaccinated,0,6544952,0,4212704.65,0,0,,,,,,,,,1
death,OCT 2022,202242,12-17,vax with updated booster,0,157952,0,4212704.65,0,0,,,,,,,,,1
death,OCT 2022,202242,18-29,vaccinated,0,14674596,4,8006427.45,0,0.0499598607,,,,,,,,,1
death,OCT 2022,202242,18-29,vax with updated booster,0,376400,4,8006427.45,0,0.0499598607,,,,,,,,,1
death,OCT 2022,202242,30-49,vaccinated,9,26317657,20,9120924.95,0.0341975731,0.2192760067,6.412034146,,,,,,,,1
death,OCT 2022,202242,30-49,vax with updated booster,0,1250769,20,9120924.95,0,0.2192760067,,,,,,,,,1
death,OCT 2022,202242,5-11,vaccinated,0,3878771,1,8938957,0,0.0111869875,,,,,,,,,0
death,OCT 2022,202242,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202242,50-64,vaccinated,49,21206178,50,4363523.3,0.2310647397,1.145863023,4.95905617,,,,,,,,1
death,OCT 2022,202242,50-64,vax with updated booster,1,1349746,50,4363523.3,0.0740880136,1.145863023,15.46624032,,,,,,,,1
death,OCT 2022,202242,65-79,vaccinated,180,14840676,109,1330786.55,1.212882755,8.190644848,6.753039246,,,,,,,,1
death,OCT 2022,202242,65-79,vax with updated booster,11,2167999,109,1330786.55,0.5073803078,8.190644848,16.14300895,,,,,,,,1
death,OCT 2022,202242,80+,vaccinated,332,4276730,158,632814.55,7.762940377,24.96782035,3.216283926,,,,,,,,1
death,OCT 2022,202242,80+,vax with updated booster,17,611469,158,632814.55,2.780190001,24.96782035,8.980616554,,,,,,,,1
death,OCT 2022,202242,all_ages,vaccinated,570,81315837,341,23454476.8,,,,0.561591038,2.481045824,4.417887139,0.530560794,2.53594506,4.779744543,,1
death,OCT 2022,202242,all_ages,vax with updated booster,29,5756383,341,23454476.8,,,,0.2034801539,2.481045824,12.19306048,0.1608518757,2.53594506,15.76571643,3.298443314,1
death,OCT 2022,202243,0.5-4,vaccinated,0,222281,1,5261306,0,0.0190066877,,,,,,,,,0
death,OCT 2022,202243,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202243,12-17,vaccinated,0,6504205,0,4208539.65,0,0,,,,,,,,,1
death,OCT 2022,202243,12-17,vax with updated booster,0,204700,0,4208539.65,0,0,,,,,,,,,1
death,OCT 2022,202243,18-29,vaccinated,1,14591897,1,7997122.45,0.0068531185,0.0125044978,1.824643438,,,,,,,,1
death,OCT 2022,202243,18-29,vax with updated booster,0,486311,1,7997122.45,0,0.0125044978,,,,,,,,,1
death,OCT 2022,202243,30-49,vaccinated,8,26038883,19,9105487.95,0.0307232841,0.2086653687,6.791766401,,,,,,,,1
death,OCT 2022,202243,30-49,vax with updated booster,0,1581183,19,9105487.95,0,0.2086653687,,,,,,,,,1
death,OCT 2022,202243,5-11,vaccinated,0,3881367,0,8930579,0,0,,,,,,,,,0
death,OCT 2022,202243,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,OCT 2022,202243,50-64,vaccinated,60,20807250,48,4354945.3,0.288361028,1.102195245,3.822275334,,,,,,,,1
death,OCT 2022,202243,50-64,vax with updated booster,0,1769709,48,4354945.3,0,1.102195245,,,,,,,,,1
death,OCT 2022,202243,65-79,vaccinated,197,14305271,133,1329259.55,1.377114771,10.00557039,7.265603858,,,,,,,,1
death,OCT 2022,202243,65-79,vax with updated booster,6,2782539,133,1329259.55,0.2156304009,10.00557039,46.40148307,,,,,,,,1
death,OCT 2022,202243,80+,vaccinated,326,4131473,175,632259.55,7.890648202,27.6785064,3.507760793,,,,,,,,1
death,OCT 2022,202243,80+,vax with updated booster,25,805977,175,632259.55,3.101825486,27.6785064,8.923295821,,,,,,,,1
death,OCT 2022,202243,all_ages,vaccinated,592,79874774,376,23419074.8,,,,0.5995367213,2.809042861,4.685355811,0.530560794,2.53594506,4.779744543,,1
death,OCT 2022,202243,all_ages,vax with updated booster,31,7425719,376,23419074.8,,,,0.1663963232,2.809042861,16.88164021,0.1608518757,2.53594506,15.76571643,3.298443314,1
death,NOV 2022,202244,0.5-4,vaccinated,0,239183,0,5239185,0,0,,,,,,,,,0
death,NOV 2022,202244,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,NOV 2022,202244,12-17,vaccinated,0,6460932,1,4204277.65,0,0.0237852988,,,,,,,,,1
death,NOV 2022,202244,12-17,vax with updated booster,0,253937,1,4204277.65,0,0.0237852988,,,,,,,,,1
death,NOV 2022,202244,18-29,vaccinated,1,14505708,2,7988721.45,0.0068938379,0.0250352952,3.631546823,,,,,,,,1
death,NOV 2022,202244,18-29,vax with updated booster,0,602611,2,7988721.45,0,0.0250352952,,,,,,,,,1
death,NOV 2022,202244,30-49,vaccinated,12,25755033,18,9090497.95,0.0465928349,0.1980089551,4.249772643,,,,,,,,1
death,NOV 2022,202244,30-49,vax with updated booster,0,1918468,18,9090497.95,0,0.1980089551,,,,,,,,,1
death,NOV 2022,202244,5-11,vaccinated,0,3871185,0,8922120,0,0,,,,,,,,,0
death,NOV 2022,202244,5-11,vax with updated booster,0,17398,0,8922120,0,0,,,,,,,,,0
death,NOV 2022,202244,50-64,vaccinated,51,20392854,49,4346570.3,0.2500876042,1.127325607,4.507722844,,,,,,,,1
death,NOV 2022,202244,50-64,vax with updated booster,1,2206964,49,4346570.3,0.0453111152,1.127325607,24.8796703,,,,,,,,1
death,NOV 2022,202244,65-79,vaccinated,180,13786434,126,1327753.55,1.305631318,9.489712906,7.268294481,,,,,,,,1
death,NOV 2022,202244,65-79,vax with updated booster,16,3382459,126,1327753.55,0.4730286457,9.489712906,20.06160302,,,,,,,,1
death,NOV 2022,202244,80+,vaccinated,320,3991472,179,631731.55,8.017092441,28.33482038,3.534301318,,,,,,,,1
death,NOV 2022,202244,80+,vax with updated booster,33,993643,179,631731.55,3.321112311,28.33482038,8.53172604,,,,,,,,1
death,NOV 2022,202244,all_ages,vaccinated,564,78431501,374,23385274.8,,,,0.5950721164,2.777267338,4.667110526,0.6896689548,3.07146243,4.453531521,,1
death,NOV 2022,202244,all_ages,vax with updated booster,50,9104145,374,23385274.8,,,,0.2176651312,2.777267338,12.75935802,0.2905234254,3.07146243,10.57216789,2.37388415,1
death,NOV 2022,202245,0.5-4,vaccinated,0,255316,1,5217020,0,0.0191680308,,,,,,,,,0
death,NOV 2022,202245,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,NOV 2022,202245,12-17,vaccinated,0,6414706,0,4200194.65,0,0,,,,,,,,,1
death,NOV 2022,202245,12-17,vax with updated booster,0,307755,0,4200194.65,0,0,,,,,,,,,1
death,NOV 2022,202245,18-29,vaccinated,2,14420937,4,7980490.45,0.0138687243,0.0501222328,3.614047806,,,,,,,,1
death,NOV 2022,202245,18-29,vax with updated booster,0,715203,4,7980490.45,0,0.0501222328,,,,,,,,,1
death,NOV 2022,202245,30-49,vaccinated,12,25472913,16,9076291.1,0.0471088642,0.1762834601,3.742044369,,,,,,,,1
death,NOV 2022,202245,30-49,vax with updated booster,0,2252534,16,9076291.1,0,0.1762834601,,,,,,,,,1
death,NOV 2022,202245,5-11,vaccinated,0,3831723,0,8913840,0,0,,,,,,,,,0
death,NOV 2022,202245,5-11,vax with updated booster,0,64751,0,8913840,0,0,,,,,,,,,0
death,NOV 2022,202245,50-64,vaccinated,47,19979261,51,4338403.3,0.2352439362,1.175547695,4.997143451,,,,,,,,1
death,NOV 2022,202245,50-64,vax with updated booster,6,2644513,51,4338403.3,0.2268848745,1.175547695,5.181251937,,,,,,,,1
death,NOV 2022,202245,65-79,vaccinated,184,13293352,130,1326488.6,1.384150514,9.800310383,7.080379111,,,,,,,,1
death,NOV 2022,202245,65-79,vax with updated booster,10,3954210,130,1326488.6,0.2528950157,9.800310383,38.75248532,,,,,,,,1
death,NOV 2022,202245,80+,vaccinated,310,3858225,147,631288.55,8.034782834,23.28570667,2.898112762,,,,,,,,1
death,NOV 2022,202245,80+,vax with updated booster,28,1172619,147,631288.55,2.387817356,23.28570667,9.751879311,,,,,,,,1
death,NOV 2022,202245,all_ages,vaccinated,555,77024688,348,23352962,,,,0.6044266816,2.595537022,4.294213178,0.6896689548,3.07146243,4.453531521,,1
death,NOV 2022,202245,all_ages,vax with updated booster,44,10739079,348,23352962,,,,0.1848247365,2.595537022,14.04323399,0.2905234254,3.07146243,10.57216789,2.37388415,1
death,NOV 2022,202246,0.5-4,vaccinated,0,268996,0,5195474,0,0,,,,,,,,,0
death,NOV 2022,202246,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,NOV 2022,202246,12-17,vaccinated,0,6370400,0,4196239.65,0,0,,,,,,,,,1
death,NOV 2022,202246,12-17,vax with updated booster,0,359643,0,4196239.65,0,0,,,,,,,,,1
death,NOV 2022,202246,18-29,vaccinated,1,14344452,4,7971954.45,0.0069713364,0.0501759013,7.197458084,,,,,,,,1
death,NOV 2022,202246,18-29,vax with updated booster,0,818164,4,7971954.45,0,0.0501759013,,,,,,,,,1
death,NOV 2022,202246,30-49,vaccinated,3,25213322,23,9064093.1,0.0118984718,0.2537484969,21.32614187,,,,,,,,1
death,NOV 2022,202246,30-49,vax with updated booster,0,2560584,23,9064093.1,0,0.2537484969,,,,,,,,,1
death,NOV 2022,202246,5-11,vaccinated,0,3788346,1,8906220,0,0.011228108,,,,,,,,,0
death,NOV 2022,202246,5-11,vax with updated booster,0,115235,1,8906220,0,0.011228108,,,,,,,,,0
death,NOV 2022,202246,50-64,vaccinated,54,19605947,42,4331048.3,0.2754266346,0.9697421292,3.520872739,,,,,,,,1
death,NOV 2022,202246,50-64,vax with updated booster,5,3042952,42,4331048.3,0.1643141265,0.9697421292,5.901757503,,,,,,,,1
death,NOV 2022,202246,65-79,vaccinated,173,12873696,138,1326136.6,1.343825425,10.40616781,7.743690227,,,,,,,,1
death,NOV 2022,202246,65-79,vax with updated booster,35,4443154,138,1326136.6,0.787728717,10.40616781,13.21034461,,,,,,,,1
death,NOV 2022,202246,80+,vaccinated,329,3744409,170,630882.55,8.78643332,26.94637853,3.066816483,,,,,,,,1
death,NOV 2022,202246,80+,vax with updated booster,48,1326153,170,630882.55,3.619491869,26.94637853,7.444795985,,,,,,,,1
death,NOV 2022,202246,all_ages,vaccinated,560,75781826,377,23324115,,,,0.6252708643,2.826295378,4.520113665,0.6896689548,3.07146243,4.453531521,,1
death,NOV 2022,202246,all_ages,vax with updated booster,88,12191007,377,23324115,,,,0.2945582552,2.826295378,9.595030282,0.2905234254,3.07146243,10.57216789,2.37388415,1
death,NOV 2022,202247,0.5-4,vaccinated,0,282677,0,5177066,0,0,,,,,,,,,0
death,NOV 2022,202247,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,NOV 2022,202247,12-17,vaccinated,0,6321479,1,4192307.65,0,0.0238532112,,,,,,,,,1
death,NOV 2022,202247,12-17,vax with updated booster,0,417636,1,4192307.65,0,0.0238532112,,,,,,,,,1
death,NOV 2022,202247,18-29,vaccinated,2,14267684,1,7965179.45,0.014017692,0.012554645,0.8956285348,,,,,,,,1
death,NOV 2022,202247,18-29,vax with updated booster,0,922519,1,7965179.45,0,0.012554645,,,,,,,,,1
death,NOV 2022,202247,30-49,vaccinated,15,24967666,19,9053617.1,0.0600777021,0.2098608743,3.493157477,,,,,,,,1
death,NOV 2022,202247,30-49,vax with updated booster,0,2855022,19,9053617.1,0,0.2098608743,,,,,,,,,1
death,NOV 2022,202247,5-11,vaccinated,0,3731387,0,8899399,0,0,,,,,,,,,0
death,NOV 2022,202247,5-11,vax with updated booster,0,179431,0,8899399,0,0,,,,,,,,,0
death,NOV 2022,202247,50-64,vaccinated,61,19299693,62,4324096.3,0.3160672038,1.433825607,4.536458036,,,,,,,,1
